ALPHA  maxOcc   arithThr   ITER   BS   SMEM  maxLat   warps
64   5   0.279419   288   160   12288   112716480   23890
64   5   0.279413   320   160   12288   112699173   21500
64   4   0.237989   32   128   12288   132196868   215040
64   4   0.238783   64   128   12288   131772218   107520
64   4   0.239906   96   128   12288   131169409   71680
64   4   0.240964   128   128   12288   130635362   53760
64   4   0.242093   160   128   12288   130023290   43008
64   4   0.243135   192   128   12288   129494563   35840
64   4   0.243955   224   128   12288   129098207   30720
64   4   0.244466   256   128   12288   128807494   26880
64   4   0.245295   288   128   12288   128314484   23892
64   4   0.245486   320   128   12288   128320697   21504
64   3   0.179823   32   96   12288   174953838   215040
64   3   0.179828   64   96   12288   174956237   107520
64   3   0.180527   96   96   12288   174308294   71679
64   3   0.180628   128   96   12288   174223942   53760
64   3   0.182317   160   96   12288   172611028   43008
64   3   0.181618   192   96   12288   173279175   35838
64   3   0.183807   224   96   12288   171248904   30720
64   3   0.184475   256   96   12288   170694540   26880
64   3   0.184926   288   96   12288   170290558   23892
64   3   0.185043   320   96   12288   170148209   21504
64   2   0.121587   32   64   12288   258741762   215040
64   2   0.121351   64   64   12288   259257927   107520
64   2   0.120317   96   64   12288   261505695   71680
64   2   0.121560   128   64   12288   258856724   53760
64   2   0.122773   160   64   12288   256323301   43008
64   2   0.123482   192   64   12288   254863167   35840
64   2   0.124074   224   64   12288   253627576   30720
64   2   0.124433   256   64   12288   252942110   26880
64   2   0.122120   288   64   12288   257673536   23892
64   2   0.124381   320   64   12288   253003243   21504
