ALPHA  maxOcc   arithThr   ITER   BS   SMEM  maxLat   warps
192   12   0.986469   320   128   4096   29270112   6552
192   11   0.924254   32   32   1030   31124579   65536
192   11   0.914263   64   32   1030   31471661   32768
192   11   0.913229   96   32   1030   31512030   21845
192   11   0.902992   128   32   1030   31922246   16384
192   11   0.874380   160   32   1030   32902953   13107
192   11   0.910971   192   32   1030   31669411   10922
192   11   0.919734   224   32   1030   31332414   9362
192   11   0.918288   256   32   1030   31480325   8192
192   11   0.909794   288   32   1030   31859681   7281
192   11   0.910519   320   32   1030   31799657   6553
192   10   0.793338   32   160   6144   36280672   65535
192   10   0.796326   64   160   6144   36161560   32765
192   10   0.817726   96   160   6144   35268501   21845
192   10   0.811550   128   160   6144   35552886   16380
192   10   0.792207   160   160   6144   36437957   13105
192   10   0.812200   192   160   6144   35558765   10920
192   10   0.811506   224   160   6144   35570472   9360
192   10   0.787618   256   160   6144   36802211   8190
192   10   0.787625   288   160   6144   36536523   7280
192   10   0.812411   320   160   6144   35552085   6550
192   9   0.726655   32   96   4096   39611660   65535
192   9   0.729024   64   96   4096   39489009   32766
192   9   0.747668   96   96   4096   38528891   21843
192   9   0.746826   128   96   4096   38632532   16383
192   9   0.749552   160   96   4096   38542304   13107
192   9   0.729428   192   96   4096   39542809   10920
192   9   0.746642   224   96   4096   38741421   9360
192   9   0.747415   256   96   4096   38626790   8190
192   9   0.746270   288   96   4096   38672836   7281
192   9   0.728930   320   96   4096   39450340   6552
192   8   0.642522   32   128   6144   44801083   65536
192   8   0.664531   64   128   6144   43356999   32768
192   8   0.665680   96   128   6144   43326975   21844
192   8   0.666430   128   128   6144   43279090   16384
192   8   0.680495   160   128   6144   42379102   13104
192   8   0.662336   192   128   6144   43603778   10920
192   8   0.667897   224   128   6144   43275413   9360
192   8   0.668439   256   128   6144   43403368   8192
192   8   0.668425   288   128   6144   43163118   7280
192   8   0.671619   320   128   6144   43148868   6552
192   7   0.560794   32   224   12288   51317389   65534
192   7   0.568475   64   224   12288   50666442   32767
192   7   0.572318   96   224   12288   50349722   21840
192   7   0.573574   128   224   12288   50281798   16380
192   7   0.574571   160   224   12288   50185722   13104
192   7   0.564080   192   224   12288   51225845   10920
192   7   0.568448   224   224   12288   50749040   9359
192   7   0.584671   256   224   12288   49378065   8190
192   7   0.576457   288   224   12288   50296907   7280
192   7   0.576630   320   224   12288   50097432   6552
192   6   0.494630   32   96   6144   58171320   65535
192   6   0.500201   64   96   6144   57545695   32766
192   6   0.501559   96   96   6144   57426754   21843
192   6   0.502426   128   96   6144   57345299   16383
192   6   0.502457   160   96   6144   57387354   13107
192   6   0.503611   192   96   6144   57260180   10920
192   6   0.497263   224   96   6144   58051735   9360
192   6   0.492221   256   96   6144   58666283   8190
192   6   0.490870   288   96   6144   58822730   7281
192   6   0.503887   320   96   6144   57328437   6552
192   5   0.399821   32   160   12288   71975966   65535
192   5   0.409032   64   160   12288   70361289   32765
192   5   0.410248   96   160   12288   70201762   21845
192   5   0.411460   128   160   12288   70025611   16380
192   5   0.412436   160   160   12288   69882709   13105
192   5   0.412773   192   160   12288   69897061   10920
192   5   0.407068   224   160   12288   70825964   9360
192   5   0.404500   256   160   12288   71516080   8190
192   5   0.409992   288   160   12288   70537481   7280
192   5   0.416804   320   160   12288   69303032   6550
192   4   0.325848   32   128   12288   88314729   65536
192   4   0.332033   64   128   12288   86676974   32768
192   4   0.336302   96   128   12288   85620488   21844
192   4   0.336875   128   128   12288   85545135   16384
192   4   0.338296   160   128   12288   85108440   13104
192   4   0.337720   192   128   12288   85326304   10920
192   4   0.329912   224   128   12288   87356785   9360
192   4   0.339593   256   128   12288   84958047   8192
192   4   0.328983   288   128   12288   87682237   7280
192   4   0.334384   320   128   12288   86273560   6552
192   3   0.247320   32   96   12288   116337627   65535
192   3   0.250626   64   96   12288   114826667   32766
192   3   0.252405   96   96   12288   114035147   21843
192   3   0.247457   128   96   12288   116281282   16383
192   3   0.251378   160   96   12288   114550855   13107
192   3   0.254910   192   96   12288   113014908   10920
192   3   0.254474   224   96   12288   113200258   9360
192   3   0.252210   256   96   12288   114319167   8190
192   3   0.255484   288   96   12288   112833656   7281
192   3   0.255857   320   96   12288   112759501   6552
192   2   0.165963   32   64   12288   173341723   65536
192   2   0.168730   64   64   12288   170530883   32768
192   2   0.168535   96   64   12288   170721917   21844
192   2   0.170487   128   64   12288   168799112   16384
192   2   0.170843   160   64   12288   168537899   13106
192   2   0.170178   192   64   12288   169182864   10922
192   2   0.171270   224   64   12288   168158585   9362
192   2   0.171452   256   64   12288   167992107   8192
192   2   0.171786   288   64   12288   167737388   7280
192   2   0.171585   320   64   12288   167812078   6552
